2,555
149,4
492,4
206,207
667,4
73,4
160,4
4,248
4,675
104,411
692,4
4,353
98,4
253,176
4,576
616,4
4,490
716,9
4,6
229,203
2,639
717,718
4,143
237,4
324,4
4,622
755,4
248,4
4,496
438,4
441,288
4,44
569,570
4,727
732,2
4,149
463,4
131,4
663,4
4,74
69,4
156,4
298,299
80,4
253,254
270,4
4,292
4,80
295,4
4,429
726,4
4,652
393,4
751,4
4,322
4,545
4,126
4,459
358,4
4,231
4,682
4,360
100,584
4,591
51,4
481,4
4,688
2,13
76,4
4,374
506,4
613,288
681,4
190,4
4,511
64,2
4,43
706,4
215,4
4,156
400,4
4,261
116,2
117,444
4,398
513,4
4,186
4,291
47,4
4,514
4,95
4,404
477,4
523,111
145,4
4,192
112,113
384,385
488,4
114,554
196,9
2,573
601,4
4,552
673,674
110,4
688,4
4,657
309,4
4,343
4,566
320,4
4,472
520,4
4,381
29,28
4,604
459,4
4,486
100,710
4,709
4,18
87,86
141,4
484,4
510,9
4,155
2,619
104,105
499,312
659,4
684,4
628,694
4,56
608,4
239,238
7,29
4,161
2,538
316,4
4,521
4,70
747,4
240,4
516,4
9,28
4,304
89,90
312,313
455,4
4,535
379,4
2,729
4,664
4,213
655,4
61,4
29,100
579,4
4,350
4,660
72,4
4,455
604,4
4,243
4,356
211,4
4,603
4,493
743,4
236,4
4,25
111,551
546,2
4,130
350,4
703,702
4,609
375,4
550,4
4,746
598,2
43,4
473,4
4,168
178,2
68,4
4,273
2,244
4,77
182,4
4,182
698,4
638,4
4,319
305,4
4,416
4,647
4,220
202,203
4,325
14,4
4,548
4,462
66,65
530,4
39,4
4,250
328,329
469,4
4,685
480,4
4,578
27,2
162,4
678,677
4,715
2,637
395,100
212,4
127,4
204,205
301,4
388,4
4,616
4,46
225,4
4,721
20,9
250,4
4,630
4,280
2,207
512,4
4,52
451,4
4,189
133,4
476,4
651,4
4,294
57,4
144,4
4,517
4,431
676,4
4,654
4,219
600,4
4,332
283,4
4,547
4,437
49,48
221,4
4,225
37,29
308,4
232,4
222,27
4,362
37,132
49,403
422,4
470,2
4,467
2,178
117,118
447,4
4,15
4,585
2,11
371,4
4,368
647,4
53,4
27,49
140,4
4,505
571,4
4,599
4,21
596,4
7,8
4,158
279,4
413,412
669,668
4,742
4,51
4,164
228,4
402,4
538,2
4,301
342,4
114,230
4,406
367,4
4,194
4,331
170,2
2,282
4,103
60,4
355,2
490,4
4,659
4,232
665,4
174,4
555,2
2,732
4,337
151,2
4,560
199,4
4,474
630,4
253,471
123,4
4,697
152,151
297,4
540,539
4,383
322,4
4,606
4,480
753,4
6,4
114,45
4,711
522,4
4,133
31,4
461,4
4,270
129,4
472,4
4,749
626,208
661,4
154,4
4,163
585,4
672,4
94,4
385,384
147,148
108,111
4,201
304,4
4,306
749,4
4,529
4,110
242,4
4,443
4,666
4,215
443,4
4,344
27,418
468,4
4,449
643,4
136,4
4,672
581,4
2,29
74,4
4,358
592,4
4,581
4,495
275,4
213,4
4,140
300,4
731,4
4,611
224,4
4,501
4,724
756,4
102,101
206,29
32,33
439,4
363,4
4,275
558,83
4,754
4,79
4,388
563,4
56,4
502,4
29,396
588,4
4,536
4,85
271,4
195,4
4,641
111,602
727,4
268,111
220,4
2,262
4,550
4,115
253,551
677,678
750,100
4,687
4,228
359,4
4,365
4,588
457,4
628,627
4,693
347,2
52,4
482,4
4,139
657,4
111,108
166,4
417,418
4,618
682,4
4,723
4,40
622,4
115,4
4,145
289,4
4,624
2,205
4,54
314,4
4,387
745,4
4,191
29,389
335,561
453,4
4,92
4,425
4,519
377,4
464,4
4,197
338,335
11,2
508,203
4,648
146,4
577,4
653,4
4,557
4,122
4,439
664,4
4,662
4,227
411,104
285,4
4,340
287,288
296,4
1,2
2,176
4,477
4,700
741,4
312,498
4,370
435,4
4,507
2,170
4,730
373,4
41,4
100,99
128,4
660,4
4,736
4,61
4,394
4,166
4,303
4,526
4,91
4,400
2,119
406,4
114,274
4,309
431,4
4,532
418,27
4,446
380,4
4,339
494,4
4,562
4,452
580,4
4,699
4,240
49,757
187,4
4,377
4,600
4,482
125,4
49,27
4,705
4,30
