StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label
2011/08/10 09:46:53.112416,1288.7133789999998,udp,77.100.246.74,6430,  <->,147.32.84.229,13363,CON,0.0,0.0,18,1244,704,flow=Background-UDP-Established
2011/08/10 09:46:53.118569,2292.730469,udp,58.72.174.152,1769,  <->,147.32.84.229,13363,CON,0.0,0.0,16,3828,548,flow=Background-UDP-Established
2011/08/10 09:46:53.120880,273.880157,tcp,83.137.254.245,49455,  <?>,147.32.84.229,13363,PA_PA,0.0,0.0,121,14096,10430,flow=Background
2011/08/10 09:46:53.125002,3572.482422,tcp,147.32.84.59,49238,  <?>,74.125.232.215,443,PA_PA,0.0,0.0,1332,627474,282534,flow=Background-Established-cmpgw-CVUT
2011/08/10 09:46:53.127875,0.000368,udp,147.32.84.138,42315,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.128036,0.000225,udp,147.32.84.138,42626,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.131650,3133.970947,udp,186.204.215.229,12677,  <->,147.32.84.229,13363,CON,0.0,0.0,10,1218,908,flow=Background-UDP-Established
2011/08/10 09:46:53.132734,619.352722,udp,147.32.84.229,13363,   ->,31.9.113.254,23320,INT,0.0,,4,568,568,flow=Background-UDP-Attempt
2011/08/10 09:46:53.136258,0.000227,udp,147.32.84.138,58276,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.136265,0.000272,udp,147.32.84.138,58867,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.137179,536.3903809999999,tcp,109.183.212.236,61775,  <?>,147.32.84.130,20,FPA_FA,0.0,0.0,23574,10855048,10056796,flow=Background
2011/08/10 09:46:53.138034,12.067851,tcp,178.236.4.29,80,   ?>,147.32.86.141,2019,FA_,0.0,,3,180,180,flow=Background
2011/08/10 09:46:53.140460,3144.869629,udp,212.59.9.106,15036,  <->,147.32.84.229,13363,CON,0.0,0.0,4,266,146,flow=Background-UDP-Established
2011/08/10 09:46:53.144083,0.000162,udp,147.32.84.138,33302,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.144097,0.00016299999999999998,udp,147.32.84.138,59866,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.146587,1.553285,udp,147.32.86.111,58314,  <->,147.32.1.20,53,CON,0.0,0.0,2,336,73,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.149054,0.00029,udp,147.32.84.138,39703,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.149061,0.00028900000000000003,udp,147.32.84.138,36312,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.150362,10.022196000000001,tcp,79.78.83.0,60676,   ->,147.32.84.229,443,S_SA,0.0,0.0,16,1148,530,flow=Background-TCP-Established
2011/08/10 09:46:53.151052,3241.262451,tcp,213.192.37.130,1108,  <?>,147.32.84.229,13363,RPA_RPA,0.0,0.0,448,45540,24929,flow=Background
2011/08/10 09:46:53.153340,0.000246,udp,147.32.84.138,42271,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.153639,0.000167,udp,147.32.84.138,44233,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.157698,0.000198,udp,147.32.84.138,37967,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.158641,0.000332,udp,147.32.84.138,42977,  <->,147.32.80.9,53,CON,0.0,0.0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.160043,0.0,udp,147.32.80.9,53,   ->,147.32.86.111,54230,INT,0.0,,1,141,141,flow=From-Normal-V42-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.161579,0.46650200000000003,udp,147.32.86.111,55314,  <->,147.32.80.9,53,CON,0.0,0.0,2,262,80,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/10 09:46:53.162890,3597.08374,tcp,80.37.198.143,37418,  <?>,147.32.84.229,443,PA_PA,0.0,0.0,2018,204111,110036,flow=Background
2011/08/10 09:46:53.171249,12.067648,tcp,178.236.4.29,80,   ?>,147.32.86.141,2017,FA_,0.0,,3,180,180,flow=Background
2011/08/10 09:46:53.174949,12.067688,tcp,178.236.4.29,80,   ?>,147.32.86.141,2016,FA_,0.0,,3,180,180,flow=Background
2011/08/10 09:46:53.175231,3565.899658,udp,72.73.36.9,50360,  <->,147.32.84.229,13363,CON,0.0,0.0,210,14490,8190,flow=Background-UDP-Established
2011/08/10 09:46:53.176048,2827.1669920000004,udp,147.32.84.229,13363,  <->,76.112.233.145,6601,CON,0.0,0.0,14,1052,603,flow=Background-UDP-Established
2011/08/10 09:46:53.176116,25.455866,udp,147.32.84.229,13363,   ->,118.168.132.221,53663,INT,0.0,,5,370,370,flow=Background-UDP-Attempt
2011/08/10 09:46:53.178427,557.6530759999999,tcp,147.32.84.59,57601,  <?>,69.63.190.10,443,FPA_FPA,0.0,0.0,513,379123,51557,flow=Background-Established-cmpgw-CVUT
2011/08/10 09:46:53.178665,3599.8149409999996,tcp,41.34.128.253,49166,  <?>,147.32.84.229,13363,PA_PA,0.0,0.0,252,30435,22569,flow=Background
2011/08/10 09:46:53.182665,2907.603516,udp,188.134.37.80,7632,  <->,147.32.84.229,13363,CON,0.0,0.0,20,2420,1800,flow=Background-UDP-Established
2011/08/10 09:46:53.182678,0.938992,tcp,92.60.134.17,1058,  <?>,147.32.85.5,21857,FPA_FA,0.0,0.0,8,490,250,flow=Background
2011/08/10 09:46:53.195298,3599.87085,tcp,85.32.91.210,16815,  <?>,147.32.84.229,443,PA_PA,0.0,0.0,2928,337410,185204,flow=Background
2011/08/10 09:46:53.199684,2168.581543,udp,173.30.59.224,1171,  <->,147.32.84.229,13363,CON,0.0,0.0,6,1040,832,flow=Background-UDP-Established
2011/08/10 09:46:53.201497,540.361633,udp,118.167.1.65,50960,  <->,147.32.84.229,13363,CON,0.0,0.0,6,1244,924,flow=Background-UDP-Established
2011/08/10 09:46:53.202788,3599.976562,tcp,147.32.84.229,443,  <?>,194.179.126.154,65142,PA_PA,0.0,0.0,8223,1119577,448464,flow=Background
2011/08/10 09:46:53.202954,3504.321533,udp,147.32.84.229,13363,  <->,81.104.184.70,3512,CON,0.0,0.0,138,21876,12885,flow=Background-UDP-Established
2011/08/10 09:46:53.205445,3596.575439,tcp,147.32.84.229,13363,  <?>,145.53.199.214,65267,PA_PA,0.0,0.0,419,40219,18279,flow=Background
2011/08/10 09:46:53.205459,110.54308300000001,tcp,147.32.84.229,80,  <?>,90.42.60.138,4425,PA_RPA,0.0,0.0,21,2440,1658,flow=Background
2011/08/10 09:46:53.216412,3383.340332,udp,81.96.196.10,65134,  <->,147.32.84.229,13363,CON,0.0,0.0,22,3340,1684,flow=Background-UDP-Established
2011/08/10 09:46:53.220499,636.61615,tcp,147.32.86.194,2067,   ->,195.113.232.96,80,FSPA_FSRPA,0.0,0.0,126,110778,6121,flow=Background-TCP-Established
2011/08/10 09:46:53.220784,0.001507,udp,77.37.201.25,45141,  <->,147.32.84.229,13363,CON,0.0,0.0,2,566,76,flow=Background-UDP-Established
2011/08/10 09:46:53.222297,3586.6838380000004,udp,147.32.84.229,13363,  <->,216.113.82.229,22903,CON,0.0,0.0,48,5986,1734,flow=Background-UDP-Established
2011/08/10 09:46:53.223365,3597.4375,tcp,212.170.156.80,22719,  <?>,147.32.84.229,443,PA_PA,0.0,0.0,4036,445235,238088,flow=Background
2011/08/10 09:46:53.242421,3105.935303,udp,95.31.15.58,21402,  <->,147.32.84.229,13363,CON,0.0,0.0,22,3750,1811,flow=Background-UDP-Established
2011/08/10 09:46:53.245502,3324.88916,udp,86.177.90.166,16655,  <->,147.32.84.229,13363,CON,0.0,0.0,10,2246,1945,flow=Background-UDP-Established
2011/08/10 09:46:53.246263,1037.2613529999999,udp,147.32.84.59,6881,  <->,188.11.68.124,6881,CON,0.0,0.0,2,214,107,flow=Background-Established-cmpgw-CVUT
2011/08/10 09:46:53.250111,3599.953857,tcp,90.183.101.184,554,  <?>,147.32.86.89,3925,PA_PA,0.0,0.0,19678,15918352,15514984,flow=Background
2011/08/10 09:46:53.254760,3599.947021,tcp,81.12.164.18,1348,  <?>,147.32.84.229,443,PA_PA,0.0,0.0,3851,344620,176278,flow=Background
2011/08/10 09:46:53.255644,3518.4560549999997,udp,147.32.84.229,13363,  <->,77.85.252.195,63310,CON,0.0,0.0,38,6079,1291,flow=Background-UDP-Established
2011/08/10 09:46:53.256485,3053.651123,udp,201.243.98.47,33519,  <->,147.32.84.229,13363,CON,0.0,0.0,10,1220,910,flow=Background-UDP-Established
2011/08/10 09:46:53.264699,0.000916,udp,118.209.60.180,27147,  <->,147.32.84.229,13363,CON,0.0,0.0,2,136,76,flow=Background-UDP-Established
2011/08/10 09:46:53.266010,1202.3573,udp,77.85.152.108,21377,  <->,147.32.84.229,13363,CON,0.0,0.0,4,482,358,flow=Background-UDP-Established
2011/08/10 09:46:53.266024,0.000377,udp,65.189.197.181,28351,  <->,147.32.84.229,13363,CON,0.0,0.0,2,159,99,flow=Background-UDP-Established
2011/08/10 09:46:53.267015,3583.31958,tcp,147.32.84.229,443,  <?>,81.30.240.226,4490,PA_PA,0.0,0.0,284,37784,10727,flow=Background
2011/08/10 09:46:53.270018,30.013702000000002,tcp,213.123.60.93,54094,  <?>,147.32.84.229,13363,FPA_FPA,0.0,0.0,51,7234,3982,flow=Background
2011/08/10 09:46:53.276508,3188.407471,udp,84.43.145.215,56122,  <->,147.32.84.229,13363,CON,0.0,0.0,4,274,154,flow=Background-UDP-Established
2011/08/10 09:46:53.285035,57.42128,udp,83.55.71.107,45174,  <->,147.32.84.229,13363,CON,0.0,0.0,10,670,370,flow=Background-UDP-Established
2011/08/10 09:46:53.285049,0.001207,udp,211.75.185.229,39693,  <->,147.32.84.229,13363,CON,0.0,0.0,2,602,75,flow=Background-UDP-Established
2011/08/10 09:46:53.285861,2531.9765620000003,tcp,81.6.98.107,18924,  <?>,147.32.84.229,443,PA_PA,0.0,0.0,3314,336621,189061,flow=Background
2011/08/10 09:46:53.286715,647.0962519999999,udp,196.201.203.98,7118,  <->,147.32.84.229,13363,CON,0.0,0.0,24,5620,4898,flow=Background-UDP-Established
2011/08/10 09:46:53.292260,5.254536,udp,80.27.103.28,1658,  <->,147.32.84.229,13363,CON,0.0,0.0,8,548,295,flow=Background-UDP-Established
2011/08/10 09:46:53.292439,2405.794678,udp,24.228.42.112,53524,  <->,147.32.84.229,13363,CON,0.0,0.0,10,1492,350,flow=Background-UDP-Established
2011/08/10 09:46:53.296262,107.821877,tcp,74.125.232.215,443,  <?>,147.32.85.5,40057,FPA_FPA,0.0,0.0,20,2096,1343,flow=Background
2011/08/10 09:46:53.304604,116.40646399999999,tcp,217.203.159.131,57973,  <?>,147.32.85.84,13716,FPA_FPA,0.0,0.0,62,6190,2905,flow=Background
2011/08/10 09:46:53.309143,0.001078,udp,120.203.91.212,9211,  <->,147.32.84.229,13363,CON,0.0,0.0,2,557,77,flow=Background-UDP-Established
2011/08/10 09:46:53.310913,3599.219482,tcp,212.55.237.42,33642,  <?>,147.32.84.229,443,PA_PA,0.0,0.0,2893,238311,140679,flow=Background
2011/08/10 09:46:53.311693,3371.3168950000004,udp,147.32.84.146,48609,  <->,208.75.88.4,123,CON,0.0,0.0,52,4680,2340,flow=Background-UDP-NTP-Established-1
2011/08/10 09:46:53.311707,3545.7597659999997,udp,147.32.84.229,13363,  <->,90.146.174.188,37240,CON,0.0,0.0,60,6674,4517,flow=Background-UDP-Established
2011/08/10 09:46:53.326563,2.780914,tcp,88.102.51.188,1301,   ->,147.32.87.36,80,FSPA_FSPA,0.0,0.0,15,7589,830,flow=To-Background-CVUT-WebServer
2011/08/10 09:46:53.328552,0.001402,udp,79.47.168.89,54230,  <->,147.32.84.229,13363,CON,0.0,0.0,2,128,68,flow=Background-UDP-Established
2011/08/10 09:46:53.328834,2166.419678,udp,76.107.202.45,6627,  <->,147.32.84.229,13363,CON,0.0,0.0,8,3239,3045,flow=Background-UDP-Established
2011/08/10 09:46:53.330328,3544.726074,udp,147.32.84.229,13363,  <->,88.201.182.160,36741,CON,0.0,0.0,126,22181,11609,flow=Background-UDP-Established
2011/08/10 09:46:53.330332,3547.043457,tcp,147.32.84.229,443,  <?>,89.236.217.18,3452,PA_PA,0.0,0.0,377,38684,16340,flow=Background
2011/08/10 09:46:53.331572,835.947571,tcp,77.124.34.143,14409,  <?>,147.32.84.229,80,PA_PA,0.0,0.0,431,46201,25903,flow=Background
2011/08/10 09:46:53.337631,288.492279,tcp,94.165.57.146,55762,  <?>,147.32.85.56,44076,FPA_FPA,0.0,0.0,41,2966,1143,flow=Background
2011/08/10 09:46:53.344529,2217.561279,rtp,213.118.148.252,44647,  <->,147.32.84.229,13363,CON,0.0,0.0,12,1593,1233,flow=Background-UDP-Established
2011/08/10 09:46:53.346951,3598.8876950000003,tcp,195.250.146.99,554,  <?>,147.32.86.99,16786,PA_PA,0.0,0.0,51576,60964440,60363789,flow=Background
